Price,Reviews,Rating,Brand,Operating System,CPU manufacturer,Screen size,Computer memory size,Processor count,Graphics Chipset Brand,Series,CPU model,Colour,Hard disk size,Resolution,Item weight,Form Factor,Hard disk description,Operating system,Graphics processor manufacturer,Model name,RAM memory technology,Hard disk interface,CPU speed,Form factor,Wireless communication technology,Human interface input,Connectivity Type,Graphics co-processor,Battery cell composition,Item dimensions L x W x H,Cellular technology,Other camera features,Software included,Wireless communication standard
£429.00,75 ratings,4.0 out of 5 stars,CHUWI,Windows 10 Home,NaN,NaN,16 GB,4,Intel,NaN,NaN,NaN,NaN,1920 x 1080,NaN,NaN,Ssd,NaN,NaN,NaN,NaN,NaN,2.7 GHz,NaN,NaN,NaN,"Bluetooth, Wi-Fi",NaN,Lithium Ion,NaN,NaN,NaN,NaN,NaN
£430.08,4 ratings,5.0 out of 5 stars,Lenovo,Windows 10 Pro,Intel,14 Inches,8 GB,2,NaN,NaN,Core i5 6200U,NaN,512 GB,NaN,8 Kilograms,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Bluetooth, Wi-Fi",NaN,NaN,NaN,NaN,NaN,NaN,NaN
£369.99,131 ratings,4.1 out of 5 stars,ASUS,Windows 10 Home,Intel,14 Inches,4 GB,4,Intel,VivoBook 14,Pentium,NaN,NaN,1920 x 1080,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£399.99,212 ratings,3.8 out of 5 stars,TECLAST,Windows 10,Intel,14.1 Inches,8 GB,4,Intel,F7 Plus,Celeron N,NaN,256 GB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£319.99,0,NaN,ASUS,Windows 10 Home,NaN,15 Inches,8 GB,NaN,NVIDIA,NaN,Core i7,NaN,1000 GB,1920 x 1080,1.8 Kilograms,NaN,"Ssd, hdd",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£554.99,15 ratings,4.1 out of 5 stars,HP,Windows 10 Pro,Intel Core i5-7300U,NaN,8 GB,NaN,NaN,NaN,Core i5,NaN,512 GB,NaN,NaN,NaN,Ssd,NaN,NaN,NaN,DDR4,ATA,2.6 GHz,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£368.00,10 ratings,3.6 out of 5 stars,XINYANGCH,Windows 10 Home,Intel,15.6 Inches,6 GB,4,Intel,NaN,Celeron,NaN,256 GB,1920 x 1080,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£399.99,98 ratings,3.8 out of 5 stars,TECLAST,Windows 10,Intel Celeron Processor N4100,11.6 Inches,8 GB,4,Intel,F5,Celeron N,NaN,256 GB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£279.00,167 ratings,4.1 out of 5 stars,CHUWI,Windows 10 Home,Intel,10.1 Inches,6 GB,4,Intel,NaN,Celeron,NaN,128 GB,1920 x 1200,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£399.99,212 ratings,3.8 out of 5 stars,TECLAST,Windows 10,Intel,14.1 Inches,8 GB,4,Intel,F7 Plus,Celeron N,NaN,256 GB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£419.99,11 ratings,4.2 out of 5 stars,TECLAST,Windows 10,Intel,14.1 Inches,8 GB,4,Intel,NaN,Celeron,NaN,256 GB,1920 x 1080,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£799.99,0,NaN,HP,Windows 10 Pro,Intel,15 Inches,16 GB,2,NaN,NaN,Core i3-1005G1,NaN,256 GB,1920 x 1080,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Bluetooth, Wi-Fi",NaN,NaN,NaN,NaN,NaN,NaN,NaN
"£2,099.00",102 ratings,4.7 out of 5 stars,Apple,NaN,Intel,27 Inches,512 GB,8,NaN,NaN,Intel Core i7,NaN,NaN,5120 x 2880,NaN,NaN,NaN,OS X 10.11 El Capitan,Apple,IMac,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£399.99,98 ratings,3.8 out of 5 stars,TECLAST,Windows 10,Intel Celeron Processor N4100,11.6 Inches,8 GB,4,Intel,F5,Celeron N,NaN,256 GB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£299.99,67 ratings,4.6 out of 5 stars,Lenovo,Chrome OS,Intel,11.6 Inches,4 GB,2,Intel,IdeaPad Flex 3i CB 11inch,Celeron,NaN,64 GB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£998.00,216 ratings,4.6 out of 5 stars,HUAWEI,Windows 10 Home,Intel,13.9 Inches,16 GB,8,NVIDIA,Matebook x pro 2020,Core i5-10210U,Grey,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£359.00,178 ratings,4.8 out of 5 stars,CHUWI,Windows 10 Home,Intel,11.6 Inches,8 GB,4,NaN,NaN,NaN,Gray,NaN,1920 x 1080,800 Grams,Convertible,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"£1,198.99",267 ratings,4.5 out of 5 stars,Razer,Windows 10 Home,Intel,15.6 Centimetres,256 GB,6,Intel,Blade 15 Base Model,Core i7,NaN,16 GB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£667.69,218 ratings,4.6 out of 5 stars,HUAWEI,Windows 10 Home,Intel,13 Inches,8 GB,8,NVIDIA,Matebook 13 2020,Core i5-10210U,Grey,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£319.99,15 ratings,4.3 out of 5 stars,YITAOSD,Windows 10 Pro,Intel,15.6 Inches,6 GB,4,Intel,NaN,Celeron,NaN,256 GB,1920 x 1080,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£495.00,2 ratings,4.6 out of 5 stars,HP,Windows 10 Pro,Intel,12.5 Inches,8 GB,2,NaN,"HP EliteBook 820 G3 12.5"" Laptop - Core i7 2.5GHz CPU, 8GB RAM, 256GB SSD, Windows 10 Pro",Core i5,NaN,256 GB,NaN,1260 Grams,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£143.50,106 ratings,4.5 out of 5 stars,Bigmachine,Android,A33,10.1 Inches,1 GB,4,NaN,NaN,A33 ARM Cortexâ¢ A7 Quad Core,Silver,8 GB,1024 x 600,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£435.85,264 ratings,4.2 out of 5 stars,MESH Computers,Windows 10 Pro,AMD,15.6 Inches,8 GB,2,AMD,NaN,NaN,NaN,NaN,NaN,NaN,Laptop,Ssd,NaN,NaN,NaN,DDR4 SDRAM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£349.00,459 ratings,3.9 out of 5 stars,CHUWI,Windows 10 Home,Intel,14.1 Inches,8 GB,2,Intel,NaN,Celeron,NaN,256 GB,1920 x 1080,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£399.99,212 ratings,3.8 out of 5 stars,TECLAST,Windows 10,Intel,14.1 Inches,8 GB,4,Intel,F7 Plus,Celeron N,NaN,256 GB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"£2,699.95",0,NaN,Gigabyte,Windows 10 Pro,Intel,15.6 Inches,32 GB,8,NVIDIA,AERO 15 OLED XC-8UK5450SP,Core i7,NaN,1 TB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£368.00,10 ratings,4.7 out of 5 stars,XINYANGCH,Windows 10 Home,Intel,15.6 Inches,6 GB,4,Intel,NaN,Celeron,NaN,256 GB,1920 x 1080,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£309.99,5 ratings,4.3 out of 5 stars,TECLAST,Windows 10,Intel,13.3 Inches,8 GB,2,Intel,TECLAST F6,Celeron N3350,NaN,128 GB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£218.99,134 ratings,2.5 out of 5 stars,Huashetrade,Windows 10,Intel,14 Inches,6 GB,4,Intel,NaN,Celeron 3865U,Silver,64 GB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£373.21,2 ratings,3.8 out of 5 stars,Dell,Windows,Intel,14 Inches,8 GB,2,Intel,NaN,Core i5 4300U,NaN,180 GB,1920 x 1080,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£799.99,0,NaN,HP,Windows 10 Pro,Intel,15 Inches,16 GB,2,NaN,NaN,Core i3-1005G1,NaN,256 GB,1920 x 1080,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Bluetooth, Wi-Fi",NaN,NaN,NaN,NaN,NaN,NaN,NaN
"£1,319.01",37 ratings,4.1 out of 5 stars,Dell,Windows 10 Home,Intel,13.3 Inches,16 GB,1,Intel,XPS 13 7390,Core i7-10510U,NaN,NaN,4K,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£667.69,218 ratings,4.6 out of 5 stars,HUAWEI,Windows 10 Home,Intel,13 Inches,8 GB,8,NVIDIA,Matebook 13 2020,Core i5-10210U,Grey,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£499.99,4 ratings,4.6 out of 5 stars,Dell,Windows 10 Pro,Intel,12.5 Inches,8 GB,1,NaN,NaN,Core i5,NaN,256 GB,NaN,NaN,NaN,SSD,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Intel HD Graphics 520,NaN,NaN,NaN,NaN,NaN,NaN
£415.00,0,NaN,HP,Windows 10 Home,AMD,15.6 Inches,4 GB,2,NaN,NaN,Athlon Silver 3050U,Silver,128 GB,1280 x 720,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"£1,399.00",267 ratings,4.3 out of 5 stars,Razer,Windows 10 Home,Intel,15.6 Inches,16,1,NVIDIA,Razer Blade 15 Base Model,Core i7 Family,NaN,NaN,1920 x 1080,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£399.99,212 ratings,3.8 out of 5 stars,TECLAST,Windows 10,Intel,14.1 Inches,8 GB,4,Intel,F7 Plus,Celeron N,NaN,256 GB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£369.99,15 ratings,4.7 out of 5 stars,AWOW,Windows 10,Intel,11.6 Inches,8 GB,4,Intel,NaN,Celeron N3450,NaN,256 GB,1920 x 1080,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£227.99,81 ratings,4.2 out of 5 stars,HP,Windows 10 S,Intel,11.6 Inches,2 GB,2,Intel,HP Stream Laptop,Celeron N,White,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£349.00,459 ratings,3.9 out of 5 stars,CHUWI,Windows 10 Home,Intel,14.1 Inches,8 GB,2,Intel,NaN,Celeron,NaN,256 GB,1920 x 1080,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£382.12,10 ratings,4.7 out of 5 stars,Dell,Windows 10 Pro,Intel,14 Inches,8 GB,1,NaN,NaN,Core i5 5300U,Black,256 GB,NaN,1.81 Kilograms,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"£1,500.00",12 ratings,3.7 out of 5 stars,Dell,Windows 10 Home,Intel,15.6 Inches,16 GB,1,Intel,XPS 15 7590,Core i7,NaN,512 GB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£359.00,59 ratings,4.7 out of 5 stars,Lenovo,Windows 10 Home,NaN,14.1 Inches,8 GB,4,NaN,NaN,Core i5,NaN,NaN,NaN,NaN,Laptop,Ssd,NaN,NaN,NaN,NaN,NaN,2.6 GHz,NaN,NaN,NaN,Wi-Fi,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£199.00,92 ratings,3.8 out of 5 stars,Bigmachine,Windows,Intel,10.1 Inches,2 GB,4,NaN,NaN,Core i7 4770,Black,32 GB,1920 x 1080,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£368.00,10 ratings,4.7 out of 5 stars,XINYANGCH,Windows 10 Home,Intel,15.6 Inches,6 GB,4,Intel,NaN,Celeron,NaN,256 GB,1920 x 1080,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£399.99,98 ratings,3.8 out of 5 stars,TECLAST,Windows 10,Intel Celeron Processor N4100,11.6 Inches,8 GB,4,Intel,F5,Celeron N,NaN,256 GB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£279.00,167 ratings,4.1 out of 5 stars,CHUWI,Windows 10 Home,Intel,10.1 Inches,6 GB,4,Intel,NaN,Celeron,NaN,128 GB,1920 x 1200,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£310.00,0,NaN,Dell,Windows 10,Intel,12.5 Inches,4 GB,2,Intel,NaN,Core i5,NaN,128 GB,1366 x 768,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£789.99,0,NaN,Dell,NaN,Intel,15.6 Inches,4 GB,4,NaN,NaN,Core i5,NaN,NaN,2160 x 1440,NaN,NaN,Ssd,Windows 10 Pro,NaN,NaN,NaN,NaN,NaN,NaN,Bluetooth,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£495.00,53 ratings,4.2 out of 5 stars,Dell,Windows 10 Pro,Intel,15.4 Inches,16 GB,1,Intel,NaN,Core i5,NaN,256 GB,1280 x 720,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£667.69,218 ratings,4.6 out of 5 stars,HUAWEI,Windows 10 Home,Intel,13 Inches,8 GB,8,NVIDIA,Matebook 13 2020,Core i5-10210U,Grey,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£309.99,3 ratings,4.3 out of 5 stars,TECLAST,Windows 10,Intel,13.3 Inches,8 GB,2,Intel,F6S,Celeron,NaN,128 GB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£129.00,229 ratings,3.0 out of 5 stars,Fancy Cherry,Android,VIA,10 Inches,1 GB,4,NaN,NaN,A-Series,Black 8GB,8 GB,1280 x 720,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£399.99,98 ratings,3.8 out of 5 stars,TECLAST,Windows 10,Intel Celeron Processor N4100,11.6 Inches,8 GB,4,Intel,F5,Celeron N,NaN,256 GB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£671.46,86 ratings,4.4 out of 5 stars,GPD,Windows 10 Home,Intel,6 Inches,8 GB,4,Intel,NaN,Core_m,NaN,128 GB,1280 x 720,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£399.99,212 ratings,3.8 out of 5 stars,TECLAST,Windows 10,Intel,14.1 Inches,8 GB,4,Intel,F7 Plus,Celeron N,NaN,256 GB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£799.00,56 ratings,4.5 out of 5 stars,HP,Windows 10,Intel,15.6 Inches,8 GB,4,NVIDIA,HP Pavilion Gaming Laptop,Core i5,NaN,NaN,1080p,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£390.00,36 ratings,4.7 out of 5 stars,Lenovo,Windows 10 Pro,Intel,14 Inches,8 GB,2,NaN,LENOVO THINKPAD T440P,Core i5,NaN,256 GB,NaN,NaN,Laptop,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£899.97,0,NaN,Dell,Windows 10 Pro,Intel,15.6 Inches,256 GB,1,Intel,Latitude 5510,Core i5-10210U,NaN,NaN,1080p,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£419.99,11 ratings,4.2 out of 5 stars,TECLAST,Windows 10,Intel,14.1 Inches,8 GB,4,Intel,NaN,Celeron,NaN,256 GB,1920 x 1080,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£279.00,167 ratings,4.1 out of 5 stars,CHUWI,Windows 10 Home,Intel,10.1 Inches,6 GB,4,Intel,NaN,Celeron,NaN,128 GB,1920 x 1200,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£349.00,459 ratings,3.9 out of 5 stars,CHUWI,Windows 10 Home,Intel,14.1 Inches,8 GB,2,Intel,NaN,Celeron,NaN,256 GB,1920 x 1080,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£129.00,73 ratings,2.9 out of 5 stars,Fancy Cherry,Android,VIA,10 Inches,1 GB,4,NaN,NaN,A-Series,White 8G,8 GB,1280 x 720,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£429.00,75 ratings,4.0 out of 5 stars,CHUWI,Windows 10 Home,NaN,NaN,16 GB,4,Intel,NaN,NaN,NaN,NaN,1920 x 1080,NaN,NaN,Ssd,NaN,NaN,NaN,NaN,NaN,2.7 GHz,NaN,NaN,NaN,"Bluetooth, Wi-Fi",NaN,Lithium Ion,NaN,NaN,NaN,NaN,NaN
"£1,898.99",0,NaN,MSI,Windows 10 Home,Intel,15.6 Inches,1 TB,8,NVIDIA,Leopard,Core i7,NaN,1 TB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£848.98,0,NaN,ASUS,NaN,NaN,15.6 Inches,8 GB,4,NaN,NaN,Core i5,Silver,NaN,1920 x 1080,NaN,NaN,Ssd,Windows 10 Pro,Intel,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£239.00,285 ratings,4.1 out of 5 stars,LincPlus,Windows,Intel,14 Inches,4 GB,2,Intel,LincPlus p3,Celeron N3350,NaN,64 GB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£319.99,277 ratings,4.4 out of 5 stars,Jumper,Windows 10 Home,Intel,11.6 Inches,6 GB,4,Intel,NaN,Celeron N,NaN,128 GB,1920 x 1080,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£379.99,0,NaN,Dell,Windows 10 Pro,Intel,13.3 Inches,8 GB,1,Intel,NaN,Core i5 3340M,NaN,256 GB,1366 x 768,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
