Price,Reviews,Rating,Brand,Operating System,CPU manufacturer,Screen size,Computer memory size,Processor count,Graphics Chipset Brand,Series,CPU model,Colour,Hard disk size,Resolution,Item weight,Form Factor,Hard disk description,Operating system,Graphics processor manufacturer,Model name,RAM memory technology,Hard disk interface,CPU speed,Form factor,Wireless communication technology,Human interface input,Connectivity Type,Graphics co-processor,Battery cell composition,Item dimensions L x W x H,Cellular technology,Other camera features,Software included,Wireless communication standard
"£1,019.52",24 ratings,4.2 out of 5 stars,Apple,NaN,Intel,21.5 Inches,256 GB,2,NaN,NaN,Intel Core i5,NaN,NaN,1920 x 1080,NaN,NaN,NaN,OS X 10.11 El Capitan,Apple,IMac,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£177.99,82 ratings,4.0 out of 5 stars,Dell,Chrome OS,Intel,11 Inches,2 GB,1,NaN,NaN,Celeron N2840,Black,16 GB,1366 x 768,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£419.99,11 ratings,4.1 out of 5 stars,TECLAST,Windows 10,Intel,14.1 Inches,8 GB,4,Intel,NaN,Celeron,NaN,256 GB,1920 x 1080,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£699.00,12 ratings,3.6 out of 5 stars,Acer,Windows 10,Intel,13.5 Inches,8 GB,4,Intel,Swift 3 SF313-53,Core i5 Family,NaN,NaN,2256 x 1504,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"£1,299.99",0,NaN,Acer,Windows 10,Intel,15.6 Inches,16 GB,6,NVIDIA,Acer Predator Helios 300 PH315-53,Core i7,NaN,1 TB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£355.99,42 ratings,2.9 out of 5 stars,Huashetrade,Windows 10 Pro,Intel,15.6 Inches,8 GB,4,NaN,NaN,Celeron G1610T,Silver,256 GB,NaN,1.5 Kilograms,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£369.99,15 ratings,4.6 out of 5 stars,AWOW,Windows 10,Intel,11.6 Inches,8 GB,4,Intel,NaN,Celeron N3450,NaN,256 GB,1920 x 1080,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£368.00,10 ratings,3.6 out of 5 stars,XINYANGCH,Windows 10 Home,Intel,15.6 Inches,6 GB,4,Intel,NaN,Celeron,NaN,256 GB,1920 x 1080,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£429.00,0,NaN,MESH Computers,Windows 10 Home,AMD,15.6 Inches,4 GB,2,AMD,NaN,5X86,NaN,256 GB,NaN,1.8 Kilograms,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£832.44,6 ratings,5.0 out of 5 stars,Lenovo,Windows 10 Pro,Intel,15.6 Inches,8 GB,3,Intel,E Series,Core i5 Family,NaN,256 GB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"£1,200.00",4 ratings,4.5 out of 5 stars,Dell,Windows 10,Intel,13.4 Inches,16 GB,4,Intel,Dell XPS 13 9300,Core i7,NaN,256 GB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£771.06,44 ratings,4.2 out of 5 stars,Dell,Windows 10,Intel,15.6 Inches,8 GB,1,Intel,Dell Inspiron G3 15 3500,Core i5,NaN,NaN,1080p,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£399.99,98 ratings,3.8 out of 5 stars,TECLAST,Windows 10,Intel Celeron Processor N4100,11.6 Inches,8 GB,4,Intel,F5,Celeron N,NaN,256 GB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£667.69,218 ratings,4.6 out of 5 stars,HUAWEI,Windows 10 Home,Intel,13 Inches,8 GB,8,NVIDIA,Matebook 13 2020,Core i5-10210U,Grey,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£399.99,212 ratings,3.8 out of 5 stars,TECLAST,Windows 10,Intel,14.1 Inches,8 GB,4,Intel,F7 Plus,Celeron N,NaN,256 GB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£409.00,49 ratings,3.9 out of 5 stars,CHUWI,Windows 10 Home,Intel,12 Inches,8 GB,4,Intel,NaN,Celeron,NaN,8 GB,2160 x 1440,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£439.99,102 ratings,4.7 out of 5 stars,HP,Chrome OS,Intel,14 Inches,4 GB,2,Intel,HP ChroHP Chromebook x360mebook,Pentium,NaN,64 GB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"£2,399.00",0,NaN,MSI,Windows 10 Pro,Intel,17.3 Inches,512 GB,8,NVIDIA,Creator,Core i7,NaN,512 GB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£399.99,98 ratings,3.8 out of 5 stars,TECLAST,Windows 10,Intel Celeron Processor N4100,11.6 Inches,8 GB,4,Intel,F5,Celeron N,NaN,256 GB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£699.99,5 ratings,3.8 out of 5 stars,Dell,Windows 10 Pro,Intel,12 Inches,16 GB,1,NaN,NaN,Core i7 6600U,Black,512 GB,NaN,2.78 Pounds,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£474.98,19 ratings,4.3 out of 5 stars,Lenovo,Windows 10 S,Intel,15.6 Inches,8 GB,2,NaN,NaN,Core i3 Family,Graphite Grey,128 GB,1920 x 1080,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£745.00,7 ratings,4.0 out of 5 stars,Lenovo,Windows 10 Home,Intel,15.6 Inches,8 GB,4,NaN,NaN,Core i5 Family,Grey,256 GB,1920 x 1080,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£495.00,6 ratings,4.8 out of 5 stars,Lenovo,Windows 10 S,Intel,14 Inches,4 GB,2,NaN,NaN,Core i3-1005G1,Blue,128 GB,1920 x 1080,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£667.69,218 ratings,4.6 out of 5 stars,HUAWEI,Windows 10 Home,Intel,13 Inches,8 GB,8,NVIDIA,Matebook 13 2020,Core i5-10210U,Grey,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£235.00,331 ratings,4.2 out of 5 stars,HP,Windows 10 S,Intel,11.6 Inches,2 GB,2,Intel,HP Stream Laptop,Celeron N,NaN,32 GB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£448.00,10 ratings,3.8 out of 5 stars,HP,Windows 10 Pro,Intel,14 Inches,8 GB,1,Intel,840 G3,5X86,NaN,256 GB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"£1,699.99",22 ratings,3.8 out of 5 stars,ASUS,Windows 10 Home,AMD,14 Inches,16 GB,8,NVIDIA,ROG Zephyrus G14,None,NaN,NaN,3440 x 1440,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£399.99,212 ratings,3.8 out of 5 stars,TECLAST,Windows 10,Intel,14.1 Inches,8 GB,4,Intel,F7 Plus,Celeron N,NaN,256 GB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£199.99,6 ratings,4.3 out of 5 stars,Venturer,NaN,Intel,11.6 Inches,2 GB,2,NaN,NaN,Celeron N,Black,64 GB,1920 x 1080,NaN,NaN,NaN,Windows,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£183.41,3 ratings,1.0 out of 5 stars,Lopbinte,NaN,Intel,NaN,4 GB,4,NaN,NaN,NaN,White,NaN,1366 x 768,NaN,NaN,NaN,Windows 10,NaN,197877,NaN,NaN,1.92 GHz,NaN,Wi-Fi,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£419.99,11 ratings,4.1 out of 5 stars,TECLAST,Windows 10,Intel,14.1 Inches,8 GB,4,Intel,NaN,Celeron,NaN,256 GB,1920 x 1080,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£279.00,167 ratings,4.1 out of 5 stars,CHUWI,Windows 10 Home,Intel,10.1 Inches,6 GB,4,Intel,NaN,Celeron,NaN,128 GB,1920 x 1200,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£349.00,459 ratings,3.9 out of 5 stars,CHUWI,Windows 10 Home,Intel,14.1 Inches,8 GB,2,Intel,NaN,Celeron,NaN,256 GB,1920 x 1080,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£399.99,212 ratings,3.8 out of 5 stars,TECLAST,Windows 10,Intel,14.1 Inches,8 GB,4,Intel,F7 Plus,Celeron N,NaN,256 GB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£419.99,11 ratings,4.2 out of 5 stars,TECLAST,Windows 10,Intel,14.1 Inches,8 GB,4,Intel,NaN,Celeron,NaN,256 GB,1920 x 1080,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£439.99,102 ratings,4.2 out of 5 stars,HP,Chrome OS,Intel,14 Inches,4 GB,2,Intel,HP ChroHP Chromebook x360mebook,Pentium,NaN,64 GB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"£1,649.00",2 ratings,5.0 out of 5 stars,Samsung,NaN,Intel,13.3 Inches,NaN,NaN,NaN,"Galaxy Book Flex2 5G, 13"", i5, Royal Silver",NaN,Silver,NaN,NaN,1260 Grams,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Cellular, Bluetooth, Wi-Fi",NaN,NaN,30.5 x 20.2 x 1.5 centimetres,5G,"Rear, Front",NaN,NaN
£399.99,98 ratings,3.8 out of 5 stars,TECLAST,Windows 10,Intel Celeron Processor N4100,11.6 Inches,8 GB,4,Intel,F5,Celeron N,NaN,256 GB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£667.69,218 ratings,4.6 out of 5 stars,HUAWEI,Windows 10 Home,Intel,13 Inches,8 GB,8,NVIDIA,Matebook 13 2020,Core i5-10210U,Grey,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£832.44,6 ratings,5.0 out of 5 stars,Lenovo,Windows 10 Pro,Intel,15.6 Inches,8 GB,3,Intel,E Series,Core i5 Family,NaN,256 GB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"£1,699.99",22 ratings,3.8 out of 5 stars,ASUS,Windows 10 Home,AMD,14 Inches,16 GB,8,NVIDIA,ROG Zephyrus G14,None,NaN,NaN,3440 x 1440,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"£1,395.95",0,NaN,Dell,Windows 10 Pro,Intel,14 Inches,8 GB,7,NaN,NaN,NaN,Black,NaN,1920 x 1080,1 Kilograms,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Wi-Fi,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£395.00,24 ratings,4.7 out of 5 stars,Lenovo,NaN,AMD,15.6 Inches,8 GB,2,NaN,NaN,AMD A6,NaN,256 GB,NaN,NaN,NaN,NaN,DOS,AMD,Lenovo V145-15AS,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£285.00,27 ratings,4.5 out of 5 stars,Lenovo,Windows 10 Pro,Intel,12.5 Inches,4 GB,2,Intel,NaN,Core i5,NaN,500 GB,1280 x 800,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£394.99,15 ratings,4.7 out of 5 stars,Lenovo,Windows 10 Pro,Intel,14 Inches,8 GB,2,Intel,NaN,Core i5,NaN,512.00,1366 x 768,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£368.00,10 ratings,4.7 out of 5 stars,XINYANGCH,Windows 10 Home,Intel,15.6 Inches,6 GB,4,Intel,NaN,Celeron,NaN,256 GB,1920 x 1080,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£349.00,459 ratings,3.9 out of 5 stars,CHUWI,Windows 10 Home,Intel,14.1 Inches,8 GB,2,Intel,NaN,Celeron,NaN,256 GB,1920 x 1080,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"£2,698.99",0,NaN,MSI,Windows 10 Home,Intel,15.6 Inches,32 GB,8,NVIDIA,Stealth,Core i7,NaN,1 TB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£393.99,3 ratings,4.7 out of 5 stars,Dell,Windows 10 Pro,Intel,12.5 Inches,8 GB,2,Intel,NaN,Core i5,NaN,512.00,1366 x 768,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£209.00,55 ratings,4.5 out of 5 stars,Fancy Cherry,Windows 10 Pro,Intel,11.6 Inches,2 GB,4,NaN,NaN,Atom Z8350,11.6inch 32GB -Black,32 GB,1280 x 720,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£239.00,285 ratings,4.1 out of 5 stars,LincPlus,Windows,Intel,14 Inches,4 GB,2,Intel,LincPlus p3,Celeron N3350,NaN,64 GB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£350.00,2 ratings,4.7 out of 5 stars,Lenovo,Windows 10 Pro,Intel,12.5 Inches,8 GB,2,Intel,NaN,Core i5,NaN,512.00,1280 x 800,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£199.99,6 ratings,4.3 out of 5 stars,Venturer,NaN,Intel,11.6 Inches,2 GB,2,NaN,NaN,Celeron N,Black,64 GB,1920 x 1080,NaN,NaN,NaN,Windows,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£914.93,77 ratings,4.5 out of 5 stars,Samsung,Windows 10 Home,Intel,13.3 Inches,256 GB,1,Intel,Galaxy Book S,Core i5,Mercury Grey,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£420.44,161 ratings,4.3 out of 5 stars,HP,Windows 10 Pro,Intel,14 Inches,8 GB,2,Intel,NaN,Core i5,NaN,180 GB,1366x768,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£419.99,11 ratings,4.2 out of 5 stars,TECLAST,Windows 10,Intel,14.1 Inches,8 GB,4,Intel,NaN,Celeron,NaN,256 GB,1920 x 1080,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£235.00,331 ratings,4.2 out of 5 stars,HP,Windows 10 S,Intel,11.6 Inches,2 GB,2,Intel,HP Stream Laptop,Celeron N,NaN,32 GB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£949.00,0,NaN,Lenovo,Windows 10 Home,Intel,14 Inches,8 GB,4,Intel,Lenovo Yoga 7i 14inch,Core i7,NaN,NaN,1920 x 1080,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£368.00,10 ratings,4.7 out of 5 stars,XINYANGCH,Windows 10 Home,Intel,15.6 Inches,6 GB,4,Intel,NaN,Celeron,NaN,256 GB,1920 x 1080,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£384.00,2 ratings,3.8 out of 5 stars,ASUS,Windows,Intel,14 Inches,4 GB,2,Intel,NaN,Pentium Gold G5400,NaN,128 GB,1920 x 1080,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£801.80,2 ratings,4.0 out of 5 stars,Lenovo,Windows 10 Home,Intel,17.3 Inches,8 GB,4,NVIDIA,Legion 5i 17inch,Core i5,NaN,NaN,1920 x 1080,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£899.99,11 ratings,4.4 out of 5 stars,MSI,Windows 10 Home,Intel,15.6 Inches,8 GB,6,NVIDIA,9S7-16R412-655,Core i7,NaN,NaN,1920 x 1080,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"£1,348.99",9 ratings,3.6 out of 5 stars,MSI,Windows 10 Home,Intel,15.6 Inches,16 GB,6,NVIDIA,9S7-16V112-040,Core i7,NaN,NaN,1920 x 1080,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£399.99,98 ratings,3.8 out of 5 stars,TECLAST,Windows 10,Intel Celeron Processor N4100,11.6 Inches,8 GB,4,Intel,F5,Celeron N,NaN,256 GB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£399.99,212 ratings,3.8 out of 5 stars,TECLAST,Windows 10,Intel,14.1 Inches,8 GB,4,Intel,F7 Plus,Celeron N,NaN,256 GB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£667.69,218 ratings,4.6 out of 5 stars,HUAWEI,Windows 10 Home,Intel,13 Inches,8 GB,8,NVIDIA,Matebook 13 2020,Core i5-10210U,Grey,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£339.99,0,NaN,Jumper,Windows 10 Home,Intel,14 Inches,8 GB,4,Intel,EZbook S5,Celeron N3450,NaN,256 GB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£303.99,81 ratings,4.3 out of 5 stars,Huashetrade,Windows 10,Intel,15.6 Inches,8 GB,4,Intel,NaN,Celeron J3455,Silver,128 GB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£399.99,212 ratings,3.8 out of 5 stars,TECLAST,Windows 10,Intel,14.1 Inches,8 GB,4,Intel,F7 Plus,Celeron N,NaN,256 GB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
£546.72,4 ratings,4.4 out of 5 stars,HP,Windows 10 Pro,Intel,14 Inches,16 GB,1,Intel,NaN,Core i5 6200U,NaN,128 GB,1366 x 768,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
